t_ms,true_x,true_y,yaw_deg,map_x,map_y,fused_x,fused_y,enc_x,enc_y,enc_w,imu_ok,seg,auto_state,route_complete,front_cm,left_cm,out_vx,out_vy,map_lim,front_lim,left_lim,clearance,odom_err
4440,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4450,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4460,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4470,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4480,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4490,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4500,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4510,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4520,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4530,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4540,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4550,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4560,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4570,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4580,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4590,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4600,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4610,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4620,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4630,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4640,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4650,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4660,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4670,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4680,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4690,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4700,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4710,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4720,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4730,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4740,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4750,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4760,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4770,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4780,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4790,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4800,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4810,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4820,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4830,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4840,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4850,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4860,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4870,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4880,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4890,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4900,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4910,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4920,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4930,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4940,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4950,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4960,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4970,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4980,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
4990,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,0,0,0,0,0,0,0,0,0,0.000,0.0000
5000,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5010,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5020,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5030,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5040,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5050,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5060,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5070,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5080,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5090,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5100,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5110,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5120,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5130,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5140,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5150,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5160,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5170,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5180,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5190,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5200,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5210,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5220,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5230,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5240,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5250,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5260,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5270,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5280,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5290,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5300,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5310,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5320,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5330,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5340,2.6260,0.3085,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.500,0,0,1,0,0,0,0,0,0,0,0,0.000,0.0000
5350,2.6260,0.3085,0.00,0.3740,0.3085,0.0000,0.0000,0.0000,0.0000,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5360,2.6260,0.3086,0.00,0.3740,0.3085,0.0000,0.0000,0.0000,0.0001,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5370,2.6260,0.3089,0.00,0.3740,0.3086,0.0000,0.0002,0.0000,0.0004,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5380,2.6260,0.3094,0.00,0.3740,0.3088,0.0000,0.0005,0.0000,0.0009,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5390,2.6260,0.3101,0.00,0.3740,0.3092,0.0000,0.0011,0.0000,0.0016,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5400,2.6260,0.3110,0.00,0.3740,0.3099,0.0000,0.0018,0.0000,0.0024,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5410,2.6260,0.3120,0.00,0.3740,0.3107,0.0000,0.0028,0.0000,0.0035,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5420,2.6260,0.3133,0.00,0.3740,0.3118,0.0000,0.0039,0.0000,0.0048,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5430,2.6260,0.3148,0.00,0.3740,0.3130,0.0000,0.0053,0.0000,0.0063,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5440,2.6260,0.3165,0.00,0.3740,0.3145,0.0000,0.0068,0.0000,0.0080,0.500,1,0,3,0,0,0,0,150,0,0,0,0.000,2.2520
5450,2.6260,0.3184,0.00,0.3740,0.3162,0.0000,0.0086,0.0000,0.0098,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5460,2.6260,0.3205,0.00,0.3740,0.3180,0.0000,0.0105,0.0000,0.0119,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5470,2.6260,0.3228,0.00,0.3740,0.3201,0.0000,0.0127,0.0000,0.0142,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5480,2.6260,0.3253,0.00,0.3740,0.3223,0.0000,0.0150,0.0000,0.0167,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5490,2.6260,0.3280,0.00,0.3740,0.3248,0.0000,0.0176,0.0000,0.0194,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5500,2.6260,0.3309,0.00,0.3740,0.3274,0.0000,0.0203,0.0000,0.0222,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5510,2.6260,0.3339,0.00,0.3740,0.3303,0.0000,0.0232,0.0000,0.0253,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5520,2.6260,0.3372,0.00,0.3740,0.3333,0.0000,0.0264,0.0000,0.0286,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5530,2.6260,0.3407,0.00,0.3740,0.3366,0.0000,0.0297,0.0000,0.0321,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5540,2.6260,0.3444,0.00,0.3740,0.3400,0.0000,0.0333,0.0000,0.0357,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5550,2.6260,0.3483,0.00,0.3740,0.3437,0.0000,0.0370,0.0000,0.0396,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5560,2.6260,0.3524,0.00,0.3740,0.3475,0.0000,0.0410,0.0000,0.0437,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5570,2.6260,0.3567,0.00,0.3740,0.3516,0.0000,0.0451,0.0000,0.0480,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5580,2.6260,0.3612,0.00,0.3740,0.3558,0.0000,0.0495,0.0000,0.0525,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5590,2.6260,0.3659,0.00,0.3740,0.3603,0.0000,0.0540,0.0000,0.0572,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5600,2.6260,0.3707,0.00,0.3740,0.3649,0.0000,0.0587,0.0000,0.0620,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5610,2.6260,0.3758,0.00,0.3740,0.3698,0.0000,0.0637,0.0000,0.0671,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5620,2.6260,0.3811,0.00,0.3740,0.3748,0.0000,0.0688,0.0000,0.0724,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5630,2.6260,0.3866,0.00,0.3740,0.3801,0.0000,0.0742,0.0000,0.0779,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5640,2.6260,0.3923,0.00,0.3740,0.3855,0.0000,0.0797,0.0000,0.0836,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5650,2.6260,0.3982,0.00,0.3740,0.3912,0.0000,0.0855,0.0000,0.0895,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5660,2.6260,0.4043,0.00,0.3740,0.3970,0.0000,0.0914,0.0000,0.0955,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5670,2.6260,0.4106,0.00,0.3740,0.4031,0.0000,0.0976,0.0000,0.1018,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5680,2.6260,0.4171,0.00,0.3740,0.4093,0.0000,0.1039,0.0000,0.1083,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5690,2.6260,0.4238,0.00,0.3740,0.4158,0.0000,0.1105,0.0000,0.1150,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5700,2.6260,0.4306,0.00,0.3740,0.4224,0.0000,0.1172,0.0000,0.1218,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5710,2.6260,0.4377,0.00,0.3740,0.4293,0.0000,0.1241,0.0000,0.1289,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5720,2.6260,0.4450,0.00,0.3740,0.4363,0.0000,0.1313,0.0000,0.1362,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5730,2.6260,0.4525,0.00,0.3740,0.4436,0.0000,0.1386,0.0000,0.1437,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5740,2.6260,0.4602,0.00,0.3740,0.4510,0.0000,0.1462,0.0000,0.1513,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5750,2.6260,0.4681,0.00,0.3740,0.4587,0.0000,0.1539,0.0000,0.1592,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5760,2.6260,0.4762,0.00,0.3740,0.4665,0.0000,0.1619,0.0000,0.1673,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5770,2.6260,0.4845,0.00,0.3740,0.4746,0.0000,0.1700,0.0000,0.1756,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5780,2.6260,0.4930,0.00,0.3740,0.4828,0.0000,0.1784,0.0000,0.1841,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5790,2.6260,0.5017,0.00,0.3740,0.4913,0.0000,0.1869,0.0000,0.1928,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5800,2.6260,0.5106,0.00,0.3740,0.4999,0.0000,0.1957,0.0000,0.2016,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5810,2.6260,0.5196,0.00,0.3740,0.5088,0.0000,0.2046,0.0000,0.2107,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5820,2.6260,0.5289,0.00,0.3740,0.5178,0.0000,0.2137,0.0000,0.2200,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5830,2.6260,0.5384,0.00,0.3740,0.5271,0.0000,0.2231,0.0000,0.2295,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5840,2.6260,0.5481,0.00,0.3740,0.5365,0.0000,0.2326,0.0000,0.2392,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5850,2.6260,0.5580,0.00,0.3740,0.5462,0.0000,0.2424,0.0000,0.2490,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5860,2.6260,0.5681,0.00,0.3740,0.5560,0.0000,0.2523,0.0000,0.2591,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5870,2.6260,0.5784,0.00,0.3740,0.5661,0.0000,0.2625,0.0000,0.2694,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5880,2.6260,0.5889,0.00,0.3740,0.5763,0.0000,0.2728,0.0000,0.2799,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5890,2.6260,0.5996,0.00,0.3740,0.5868,0.0000,0.2834,0.0000,0.2906,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5900,2.6260,0.6105,0.00,0.3740,0.5974,0.0000,0.2941,0.0000,0.3014,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5910,2.6260,0.6215,0.00,0.3740,0.6083,0.0000,0.3050,0.0000,0.3125,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5920,2.6260,0.6328,0.00,0.3740,0.6193,0.0000,0.3162,0.0000,0.3238,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5930,2.6260,0.6443,0.00,0.3740,0.6306,0.0000,0.3275,0.0000,0.3352,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5940,2.6260,0.6560,0.00,0.3740,0.6420,0.0000,0.3391,0.0000,0.3469,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5950,2.6260,0.6679,0.00,0.3740,0.6537,0.0000,0.3508,0.0000,0.3588,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5960,2.6260,0.6798,0.00,0.3740,0.6655,0.0000,0.3627,0.0000,0.3708,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5970,2.6260,0.6918,0.00,0.3740,0.6774,0.0000,0.3746,0.0000,0.3827,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5980,2.6260,0.7037,0.00,0.3740,0.6892,0.0000,0.3865,0.0000,0.3946,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
5990,2.6260,0.7156,0.00,0.3740,0.7011,0.0000,0.3984,0.0000,0.4066,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6000,2.6260,0.7276,0.00,0.3740,0.7130,0.0000,0.4103,0.0000,0.4185,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6010,2.6260,0.7395,0.00,0.3740,0.7248,0.0000,0.4222,0.0000,0.4304,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6020,2.6260,0.7515,0.00,0.3740,0.7367,0.0000,0.4341,0.0000,0.4424,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6030,2.6260,0.7634,0.00,0.3740,0.7486,0.0000,0.4460,0.0000,0.4543,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6040,2.6260,0.7753,0.00,0.3740,0.7605,0.0000,0.4579,0.0000,0.4663,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6050,2.6260,0.7873,0.00,0.3740,0.7723,0.0000,0.4698,0.0000,0.4782,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2520
6060,2.6260,0.7992,0.00,0.3740,0.7842,0.0000,0.4817,0.0000,0.4901,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6070,2.6260,0.8112,0.00,0.3740,0.7961,0.0000,0.4936,0.0000,0.5021,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6080,2.6260,0.8231,0.00,0.3740,0.8079,0.0000,0.5055,0.0000,0.5140,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6090,2.6260,0.8350,0.00,0.3740,0.8198,0.0000,0.5174,0.0000,0.5259,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6100,2.6260,0.8470,0.00,0.3740,0.8317,0.0000,0.5293,0.0000,0.5379,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6110,2.6260,0.8589,0.00,0.3740,0.8436,0.0000,0.5413,0.0000,0.5498,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
6120,2.6260,0.8708,0.00,0.3740,0.8554,0.0000,0.5532,0.0000,0.5618,0.500,1,0,5,0,0,0,0,150,0,0,0,0.000,2.2521
